backbone,decided_snapshot,decided_timestamp,decided_voltage,decided_current_mA,decided_resistance,decided_std_dev,decided_stage,rmse,mae,maxabs,num_snapshots
baseline,*,2.990000,0.00959280,10.00000000,0.95928011,,,0.00030200000111057015,0.00030200000111057015,0.00030200000111057015,0
